Preference,Region,Places.Available,Description,ENT,CTX,GSX,OMFS,PAED,PLA,TO,URO,VAS,BRE,ICM
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 73",Health Education England North West,1,"Trauma and Orthopaedic Surgery Theme - Track Code: NWD44 TO09 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: Trauma and Orthopaedic Surgery at Stepping Hill Hospital (6 months), Post 2: General Surgery at North Manchester General Hospital (6 months), Post 3: Trauma and Orthopaedic Surgery at Wythenshawe Hospital (6 months), Post 4: Trauma and Orthopaedic Surgery at Wythenshawe Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 74",Health Education England North West,1,"Trauma and Orthopaedic Surgery Theme - Track Code: NWD45 TO10 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery at Stepping Hill Hospital (6 months), Post 2: Trauma and Orthopaedic Surgery at Stepping Hill Hospital (6 months), Post 3: Trauma and Orthopaedic Surgery at Royal Oldham Hospital (6 months), Post 4: Trauma and Orthopaedic Surgery at Royal Oldham Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 75",Health Education England North West,1,"Trauma and Orthopaedic Surgery Theme - Track Code: NWD46 TO11 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: Trauma and Orthopaedic Surgery at North Manchester General Hospital (6 months), Post 2: General Surgery at Stepping Hill Hospital (6 months), Post 3: Trauma and Orthopaedic Surgery at Manchester Royal Infirmary (6 months), Post 4: Trauma and Orthopaedic Surgery at Royal Oldham Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 76",Health Education England North West,1,"Trauma and Orthopaedic Surgery Theme - Track Code: NWD47 TO12 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (HPB) at Manchester Royal Infirmary (6 months), Post 2: Trauma and Orthopaedic Surgery at Salford Royal Hospital (6 months), Post 3: Trauma and Orthopaedic Surgery at Royal Blackburn Teaching Hospital (6 months), Post 4: Trauma and Orthopaedic Surgery at Manchester Royal Infirmary (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 77",Health Education England North West,1,"Trauma and Orthopaedic Surgery Theme - Track Code: NWD48 TO13 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery at Blackpool Victoria Hospital (6 months), Post 2: Trauma and Orthopaedic Surgery at Royal Lancaster Infirmary (6 months), Post 3: Trauma and Orthopaedic Surgery at Manchester Royal Infirmary (6 months), Post 4: Trauma and Orthopaedic Surgery at North Manchester General Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 78",Health Education England North West,1,"Trauma and Orthopaedic Surgery Theme - Track Code: NWD49 TO14 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery and Vascular Surgery at Royal Oldham Hospital (6 months), Post 2: Trauma and Orthopaedic Surgery at Wythenshawe Hospital (6 months), Post 3: Trauma and Orthopaedic Surgery at North Manchester General Hospital (6 months), Post 4: Trauma and Orthopaedic Surgery at Manchester Royal Infirmary (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,1,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 79",Health Education England North West,1,"Urology Theme - Track Code: NWD50 Urol01 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: Urology at Royal Blackburn Teaching Hospital (6 months), Post 2: General Surgery at Blackpool Victoria Hospital (6 months), Post 3: Urology at Manchester Royal Infirmary (6 months), Post 4: Urology at Manchester Royal Infirmary (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 80",Health Education England North West,1,"Urology Theme - Track Code: NWD52 Urol02 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: Urology at Royal Preston Hospital (6 months), Post 2: General Surgery (Upper GI) at Royal Preston Hospital (6 months), Post 3: Urology at Royal Preston Hospital (6 months), Post 4: Urology at Royal Preston Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 81",Health Education England North West,1,"Urology Theme - Track Code: NWD51 Urol03 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery at North Manchester General Hospital (6 months), Post 2: Urology at North Manchester General Hospital (6 months), Post 3: Urology at Royal Albert Edward Infirmary (6 months), Post 4: Urology at Royal Albert Edward Infirmary (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 82",Health Education England North West,1,"Urology Theme - Track Code: NWD53 Urol04 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: Urology at North Manchester General Hospital (6 months), Post 2: General Surgery at North Manchester General Hospital (6 months), Post 3: Urology at Royal Bolton Hospital (6 months), Post 4: Urology at Royal Bolton Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 83",Health Education England North West,1,"Urology Theme - Track Code: NWD54 Urol05 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: Urology at Stepping Hill Hospital (6 months), Post 2: General Surgery (HPB) at Manchester Royal Infirmary (6 months), Post 3: Urology at Stepping Hill Hospital (6 months), Post 4: Urology at Stepping Hill Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 84",Health Education England North West,1,"Urology Theme - Track Code: NWD55 Urol06 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery at Royal Oldham Hospital (6 months), Post 2: Urology at Stepping Hill Hospital (6 months), Post 3: Urology at North Manchester General Hospital (6 months), Post 4: Urology at North Manchester General Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,0,0
Scotland Deanery - East Coast - CT1 - 1,Scotland,1,"Post 5 - IST Core Uncoupled - General Surgery (Remote & Rural) Theme - North / South East Rotation, Aug 23 - Feb 24:  General Surgery, Raigmore Hospital, Inverness, Feb 24 - Aug 24:  General Surgery, Belford Hospital, Fort William, Aug 24 - Feb 25:  ENT, St. John's Hospital, Livingston, Feb 25 - Aug 25:  Plastic Surgery, St. John's Hospital, Livingston",1,0,1,0,0,1,0,0,0,0,0
Scotland Deanery - East Coast - CT1 - 10,Scotland,1,"Post 14 - IST Core Uncoupled - ENT Theme - South East Rotation, Aug 23 - Feb 24:  General Surgery, Borders General Hospital, Melrose, Feb 24 - Feb 25:  ENT, St. John's Hospital, Livingston, Feb 25 - Aug 25:  Plastic Surgery, St. John's Hospital, Livingston",1,0,1,0,0,1,0,0,0,0,0
Scotland Deanery - East Coast - CT1 - 11,Scotland,1,"Post 15 - IST Core Uncoupled - ENT THeme - North / East Rotation, Aug 23 - Feb 24:  General Surgery / HPB / Endocrine, Aberdeen Royal Infirmary, Feb 24 - Feb 25:  ENT, Ninewells Hospital, Dundee, Feb 25 - Aug 25:  Plastic Surgery, Ninewells Hospital, Dundee",1,0,1,0,0,1,0,0,0,0,0
Scotland Deanery - East Coast - CT1 - 12,Scotland,1,"Post 16 - IST Core Uncoupled - Paediatric Surgery Theme - North / South East Rotation, Aug 23 - Feb 24:  Colorectal Surgery, Western General Hospital, Edinburgh, Feb 24 - Aug 24:  General Surgery, Gilbert Bain Hospital, Shetland, Aug 24 - Aug 25:  Paediatric Surgery, Royal Hospital for Children & Young People, Edinburgh",0,0,1,0,1,0,0,0,0,0,0
Scotland Deanery - East Coast - CT1 - 13,Scotland,1,"Post 17 - IST Core Uncoupled - General Surgery Theme - North Rotation,  Aug 23 - Feb 24:  Cardio-thoracic Surgery / ICU, Aberdeen Royal Infirmary,  Feb 24 - Feb 25:  General Surgery / UGI Surgery, Aberdeen Royal Infirmary,  Feb 25 - Aug 25:  Paediatric Surgery, Royal Aberdeen Children's Hospital",0,0,1,0,1,0,0,0,0,0,1
Scotland Deanery - East Coast - CT1 - 14,Scotland,1,"Post 18 - IST Core Uncoupled - General Surgery Theme - North Rotation, Aug 23 - Feb 24:  Vascular Surgery, Aberdeen Royal Infirmary, Feb 24 - Feb 25:  General Surgery / HPB / Endocrine, Aberdeen Royal Infirmary,  Feb 25 - Aug 25:  General Surgery / Breast Surgery, Aberdeen Royal Infirmary",0,0,1,0,0,0,0,0,1,1,0
Scotland Deanery - East Coast - CT1 - 15,Scotland,1,"Post 19 - IST Core Uncoupled - General Surgery Theme - North / South East Rotation, Aug 23 - Feb 24:  General Surgery, Gilbert Bain Hospital, Shetland, Feb 24 - Feb 25:  Colorectal Surgery, Western General Hospital, Edinburgh,  Feb 25 - Aug 25:  Vascular Surgery, Royal Infirmary of Edinburgh",0,0,1,0,0,0,0,0,1,0,0
Scotland Deanery - East Coast - CT1 - 16,Scotland,1,"Post 20 - IST Core Uncoupled - Paediatric Surgery Theme - North Rotation, Aug 23 - Feb 24:  General Surgery / Colorectal Surgery, Aberdeen Royal Infirmary,  Feb 24 - Feb 25:  Paediatric Surgery, Royal Aberdeen Children's Hospital,  Feb 25 - Aug 25:  Plastic Surgery, Aberdeen Royal Infirmary",0,0,1,0,1,1,0,0,0,0,0
Scotland Deanery - East Coast - CT1 - 2,Scotland,1,"Post 6 - IST Core Uncoupled - General Surgery (Remote & Rural) Theme - North Rotation,  Aug 23 - Feb 24:  General Surgery, Belford Hospital, Fort William, Feb 24 - Aug 24:  General Surgery, Raigmore Hospital, Inverness,  Aug 24 - Feb 25:  ENT, Raigmore Hospital, Inverness, Feb 25 - Aug 25:  Vascular Surgery, Aberdeen Royal Infirmary",1,0,1,0,0,0,0,0,1,0,0
Scotland Deanery - East Coast - CT1 - 3,Scotland,1,"Post 7 - IST Core Uncoupled - Urology Theme - South East Rotation, Aug 23 - Feb 24:  General Surgery, Victoria Hospital, Kirkcaldy, Feb 24 - Aug 24:  Colorectal Surgery, Western General Hospital, Edinburgh, Aug 24 - Aug 25:  Urology, Western General Hospital, Edinburgh",0,0,1,0,0,0,0,1,0,0,0
Scotland Deanery - East Coast - CT1 - 4,Scotland,1,"Post 8 - IST Core Uncoupled - Vascular Surgery Theme - South East Rotation, Aug 23 - Aug 24:  Vascular Surgery, Royal Infirmary of Edinburgh, Aug 24 - Feb 25:  General Surgery, Borders General Hospital, Melrose, Feb 25 - Aug 25:  General Surgery, Victoria Hospital, Kirkcaldy",0,0,1,0,0,0,0,0,1,0,0
Scotland Deanery - East Coast - CT1 - 5,Scotland,1,"Post 9 - IST Core Uncoupled - T&O Theme - East Rotation, Aug 23 - Feb 24:  Plastic Surgery, Ninewells Hospital, Dundee,  Feb 24 - Aug 24:  General Surgery, Dr Gray's Hospital, Elgin, Aug 24 - Aug 25:  Trauma & Orthopaedics, Ninewells Hospital, Dundee / Perth Royal Infirmary",0,0,1,0,0,1,1,0,0,0,0
Scotland Deanery - East Coast - CT1 - 6,Scotland,1,"Post 10 - IST Core Uncoupled - T&O Theme - South East Rotation,  Aug 23 - Feb 24:  Plastic Surgery, St. John's Hospital, Livingston, Feb 24 - Aug 24:  Cardio-thoracic Surgery, Royal Infirmary of Edinburgh, Aug 24 - Aug 25:  Trauma & Orthopaedics, Royal Infirmary of Edinburgh / Borders General Hospital, Melrose",0,0,0,0,0,1,1,0,0,0,0
Scotland Deanery - East Coast - CT1 - 7,Scotland,1,"Post 11 - IST Core Uncoupled - Plastic Surgery Theme - South East Rotation,  Aug 23 - Feb 24:  ENT, St. John's Hospital, Livingston, Feb 24 - Feb 25:  Plastic Surgery, St. John's Hospital, Livingston, Feb 25 - Aug 25:  Breast Surgery, Western General Hospital, Edinburgh",1,0,0,0,0,1,0,0,0,1,0
Scotland Deanery - East Coast - CT1 - 8,Scotland,1,"Post 12 - IST Core Uncoupled - Plastic Surgery Theme - North Rotation,  Aug 23 - Feb 24:  General Surgery / Breast Surgery, Aberdeen Royal Infirmary,  Feb 24 - Feb 25:  Plastic Surgery, Aberdeen Royal Infirmary, Feb 25 - Aug 25:  ENT, Aberdeen Royal Infirmary",1,0,1,0,0,1,0,0,0,1,0
Scotland Deanery - East Coast - CT1 - 9,Scotland,1,"Post 13 - IST Core Uncoupled - Plastic Surgery Theme - South East Rotation,  Aug 23 - Feb 24:  Breast Surgery, Western General Hospital, Edinburgh, Feb 24 - Feb 25:  Plastic Surgery, St. John's Hospital, Livingston, Feb 25 - Aug 25:  ENT, St. John's Hospital, Livingston",1,0,0,0,0,1,0,0,0,1,0
Scotland Deanery - East Coast - ST1 - 1,Scotland,1,"Post 1 - IST Urology Run-Through - North Rotation,  Aug 23 - Feb 24:  Paediatric Surgery, Aberdeen Royal Infirmary, Feb 24 - Aug 24:  General Surgery / Colorectal Surgery, Aberdeen Royal Infirmary,  Aug 24 - Aug 25:  Urology, Aberdeen Royal Infirmary",0,0,1,0,1,0,0,1,0,0,0
Scotland Deanery - East Coast - ST1 - 2,Scotland,1,"Post 2 - IST Vascular Surgery Run-Through - East Rotation,  Aug 23 - Aug 24:  General Surgery, Perth Royal Infirmary, Aug 24 - Aug 25:  Vascular Surgery, Ninewells Hospital, Dundee",0,0,1,0,0,0,0,0,1,0,0
Scotland Deanery - East Coast - ST1 - 3,Scotland,1,"Post 3 - IST General Surgery Run-Through - North Rotation, Aug 23 - Feb 24:  Cardio-thoracic Surgery / ICU, Aberdeen Royal Infirmary, Feb 24 - Feb 25:  General Surgery / Colorectal Surgery, Aberdeen Royal Infirmary, Feb 25 - Aug 25:  Paediatric Surgery, Royal Aberdeen Children's Hospital",0,0,1,0,1,0,0,0,0,0,1
Scotland Deanery - East Coast - ST1 - 4,Scotland,1,"Post 4 - IST General Surgery Run-Through - South East Rotation,  Aug 23 - Feb 24:  Paediatic Surgery, Royal Hospital for Children & Young People, Edinburgh,  Feb 24 - Feb 25:  General Surgery, Victoria Hospital, Kirkcaldy, Feb 25 - Aug 25:  Urology, Western General Hospital, Edinburgh",0,0,1,0,1,0,0,1,0,0,0
Scotland Deanery - West Region - CT1 - 1,Scotland,1,"Post 5 - IST Core Uncoupled - General Surgery / T&O Theme,  Aug 23 - Aug 24:  General Surgery, University Hospital Wishaw, Aug 24 - Aug 25:  Trauma & Orthopaedics, University Hospital Wishaw",0,0,1,0,0,0,1,0,0,0,0
Scotland Deanery - West Region - CT1 - 10,Scotland,1,"Post 15 - IST Core Uncoupled - General Surgery Theme,  Aug 23 - Feb 24:  Plastic Surgery, Glasgow Royal Infirmary, Feb 24 - Aug 24:  Cardio-thoracic Surgery, Golden Jubilee National Hospital, Clydebank, Aug 24 - Aug 25:  General Surgery, Glasgow Royal Infirmary",0,0,1,0,0,1,0,0,0,0,0
Scotland Deanery - West Region - CT1 - 11,Scotland,1,"Post 16 - IST Core Uncoupled - General Surgery Theme, Aug 23 - Feb 24:  Plastic Surgery, Glasgow Royal Infirmary, Feb 24 - Aug 24:  ENT, Queen Elizabeth University Hospital, Glasgow, Aug 24 - Aug 25:  General Surgery, Royal Alexandra Hospital, Paisley",1,0,1,0,0,1,0,0,0,0,0
Scotland Deanery - West Region - CT1 - 12,Scotland,1,"Post 17 - IST Core Uncoupled - General Surgery Theme, Aug 23 - Feb 24:  Plastic Surgery, Glasgow Royal Infirmary, Feb 24 - Aug 24:  Paediatric Surgery, Royal Hospital for Children, Glasgow, Aug 24 - Aug 25:  General Surgery, Forth Valley Royal Hospital",0,0,1,0,1,1,0,0,0,0,0
Scotland Deanery - West Region - CT1 - 13,Scotland,1,"Post 18 - IST Core Uncoupled - General Surgery Theme, Aug 23 - Feb 24:  Paediatric Surgery, Royal Hospital for Children, Glasgow, Feb 24 - Aug 24:  Plastic Surgery, Glasgow Royal Infirmary, Aug 24 - Aug 25:  General Surgery, University Hospital Hairmyres",0,0,1,0,1,1,0,0,0,0,0
Scotland Deanery - West Region - CT1 - 14,Scotland,1,"Post 19 - IST Core Uncoupled - General Surgery / T&O Theme, Aug 23 - Aug 24:  Trauma & Orthopaedics, Glasgow Royal Infirmary,  Aug 24 - Aug 25:  General Surgery, Royal Alexandra Hospital, Paisley",0,0,1,0,0,0,1,0,0,0,0
Scotland Deanery - West Region - CT1 - 15,Scotland,1,"Post 20 - IST Core Uncoupled - General Surgery / T&O Theme, Aug 23 - Aug 24:  Trauma & Orthopaedics, Glasgow Royal Infirmary,  Aug 24 - Aug 25:  General Surgery, University Hospital Monklands",0,0,1,0,0,0,1,0,0,0,0
Scotland Deanery - West Region - CT1 - 2,Scotland,1,"Post 6 - IST Core Uncoupled - General Surgery / Urology Theme, Aug 23 - Aug 24:  General Surgery, University Hospital Wishaw,  Aug 24 - Aug 25:  Urology, University Hospital Monklands",0,0,1,0,0,0,0,1,0,0,0
Scotland Deanery - West Region - CT1 - 3,Scotland,1,"Post 7 - IST Core Uncoupled - General Surgery / T&O Theme, Aug 23 - Aug 24:  General Surgery, University Hospital Hairmyres, Aug 24 - Aug 25:  Trauma & Orthopaedics, University Hospital Wishaw",0,0,1,0,0,0,1,0,0,0,0
Scotland Deanery - West Region - CT1 - 4,Scotland,1,"Post 9 - IST Core Uncoupled - General Surgery Theme, Aug 23 - Aug 24:  Urology, Queen Elizabeth University Hospital, Glasgow,  Aug 24 - Feb 25:  Paediatric Surgery, Royal Hospital for Children, Glasgow,  Feb 25 - Aug 25:  General Surgery, Queen Elizabeth University Hospital, Glasgow",0,0,1,0,1,0,0,1,0,0,0
Scotland Deanery - West Region - CT1 - 5,Scotland,1,"Post 10 - IST Core Uncoupled - General Surgery Theme,  Aug 23 - Aug 24:  Urology, Queen Elizabeth University Hospital, Glasgow, Aug 24 - Feb 25:  General Surgery, Queen Elizabeth University Hospital, Glasgow,  Feb 25 - Aug 25:  Paediatric Surgery, Royal Hospital for Children, Glasgow",0,0,1,0,1,0,0,1,0,0,0
Scotland Deanery - West Region - CT1 - 6,Scotland,1,"Post 11 - IST Core Uncoupled - General Surgery Theme, Aug 23 - Feb 24:  Cardio-thoracic Surgery, Golden Jubilee National Hospital, Clydebank, Feb 24 - Aug 24:  ENT, Queen Elizabeth University Hospital, Glasgow, Aug 24 - Aug 25:  General Surgery, Queen Elizabeth University Hospital, Glasgow",1,0,1,0,0,0,0,0,0,0,0
Scotland Deanery - West Region - CT1 - 7,Scotland,1,"Post 12 - IST Core Uncoupled - General Surgery Theme, Aug 23 - Feb 24:  Cardio-thoracic Surgery, Golden Jubilee National Hospital, Clydebank,  Feb 24 - Aug 24:  Plastic Surgery, Glasgow Royal Infirmary,  Aug 24 - Aug 25:  General Surgery, Queen Elizabeth University Hospital, Glasgow",0,0,1,0,0,1,0,0,0,0,0
Scotland Deanery - West Region - CT1 - 8,Scotland,1,"Post 13 - IST Core Uncoupled - General Surgery Theme,  Aug 23 - Feb 24:  ENT, Queen Elizabeth University Hospital, Glasgow, Feb 24 - Aug 24:  Cardio-thoracic Surgery, Golden Jubilee National Hospital, Clydebank, Aug 24 - Aug 25:  General Surgery, Glasgow Royal Infirmary",1,0,1,0,0,0,0,0,0,0,0
Scotland Deanery - West Region - CT1 - 9,Scotland,1,"Post 14 - IST Core Uncoupled - General Surgery Theme, Aug 23 - Feb 24:  ENT, Queen Elizabeth University Hospital, Glasgow,  Feb 24 - Aug 24:  Plastic Surgery, Glasgow Royal Infirmary,  Aug 24 - Aug 25:  General Surgery, Inverclyde Royal Hospital, Greenock",1,0,1,0,0,1,0,0,0,0,0
Scotland Deanery - West Region - ST1 - 1,Scotland,1,"Post 8 - IST Urology Run-Through, Aug 23 - Aug 24:  Urology, Queen Elizabeth University Hospital, Glasgow, Aug 24 - Aug 25:  General Surgery, Queen Elizabeth University Hospital, Glasgow",0,0,1,0,0,0,0,1,0,0,0
Scotland Deanery - West Region - ST1 - 2,Scotland,1,"Post 1 - IST General Surgery Run-Through,  Aug 23 - Aug 24:  General Surgery, Queen Elizabeth University Hospital, Glasgow,  Aug 24 - Aug 25:  Urology, Queen Elizabeth University Hospital, Glasgow",0,0,1,0,0,0,0,1,0,0,0
Scotland Deanery - West Region - ST1 - 3,Scotland,1,"Post 2 - IST General Surgery Run-Through, Aug 23 - Aug 24:  General Surgery, Inverclyde Royal Hospital, Greenock, Aug 24 - Feb 25:  Plastic Surgery, Glasgow Royal Infirmary, Feb 25 - Aug 25:  Cardio-thoracic Surgery, Queen Elizabeth University Hospital, Glasgow",0,0,1,0,0,1,0,0,0,0,0
Scotland Deanery - West Region - ST1 - 4,Scotland,1,"Post 3 - IST General Surgery Run-Through,  Aug 23 - Aug 24:  General Surgery, Royal Alexandra Hospital, Paisley, Aug 24 - Feb 25:  Paediatric Surgery, Royal Hospital for Children, Glasgow,  Feb 25 - Aug 25:  Urology, Queen Elizabeth University Hospital, Glasgow",0,0,1,0,1,0,0,1,0,0,0
Scotland Deanery - West Region - ST1 - 5,Scotland,1,"Post 4 - IST General Surgery Run-Through, Aug 23 - Aug 24:  Urology, Glasgow Royal Infirmary,  Aug 24 - Aug 25:  General Surgery, Queen Elizabeth University Hospital, Glasgow",0,0,1,0,0,0,0,1,0,0,0
South West - Peninsula - Cornwall - CT1 - Aug - 1,Health Education England South West,1,Royal Cornwall Hospital CT1 - T&O (12 months)CT2 - Vascular Surgery (6 months)/General Surgery (6 months)Please note rotations may be subject to change.,0,0,1,0,0,0,1,0,1,0,0
South West - Peninsula - Cornwall - CT1 - Aug - 2,Health Education England South West,1,Royal Cornwall Hospital CT1 -Urology (6 months) / General Surgery (6 months)CT2 - General Surgery (6 months) / Urology (6 months)Please note rotations may be subject to change.,0,0,1,0,0,0,0,1,0,0,0
South West - Peninsula - Cornwall - CT1 - Aug - 3,Health Education England South West,1,Royal Cornwall Hospital (CT1)CT1 - ENT (12 months)Plymouth (CT2)CT2 - Plastics  (6 months) / ENT (6 months)Please note rotations may be subject to change.,1,0,0,0,0,1,0,0,0,0,0
South West - Peninsula - Exeter - CT1 - Aug - 10,Health Education England South West,1,Royal Devon & Exeter HospitalCT1 - Urology (6 months) / General Surgery (6 months) CT2 - General Surgery (6 months) / Urology (6 months) Please note rotations may be subject to change.,0,0,1,0,0,0,0,1,0,0,0
South West - Peninsula - Exeter - CT1 - Aug - 4,Health Education England South West,1,Royal Devon & Exeter HospitalCT1 -  T&O (12 months) CT2 - General Surgery ( 6months) / T&O (6 months)Please note rotations may be subject to change.,0,0,1,0,0,0,1,0,0,0,0
South West - Peninsula - Exeter - CT1 - Aug - 5,Health Education England South West,1,Royal Devon & Exeter HospitalCT1 - Vascular  (6 months) / T&O (6 months)CT2 - T&O (6 months) / General Surgery (6 months)Please note rotations may be subject to change.,0,0,1,0,0,0,1,0,1,0,0
South West - Peninsula - Exeter - CT1 - Aug - 6,Health Education England South West,1,Royal Devon & Exeter HospitalCT1 - T&O (12 months)CT2 - General Surgery (12 months)Please note rotations may be subject to change.,0,0,1,0,0,0,1,0,0,0,0
South West - Peninsula - Exeter - CT1 - Aug - 7,Health Education England South West,1,Royal Devon & Exeter HospitalCT1 - General Surgery (12 months)CT2 - T&O (12 months)Please note rotations may be subject to change.,0,0,1,0,0,0,1,0,0,0,0
South West - Peninsula - Exeter - CT1 - Aug - 8,Health Education England South West,1,Royal Devon & Exeter HospitalCT1 - General Surgery (6 months) /  Vascular (6 months)CT2 - T&O (6 months) / General Surgery (6 months)Please note rotations may be subject to change.,0,0,1,0,0,0,1,0,1,0,0
South West - Peninsula - Exeter - CT1 - Aug - 9,Health Education England South West,1,Royal Devon & Exeter HospitalCT1 - General Surgery (6 months) /  Urology (6 months)CT2 - Urology (6 months) / General Surgery (6 months)Please note rotations may be subject to change.,0,0,1,0,0,0,0,1,0,0,0
South West - Peninsula - North Devon - CT1 - Aug - 20,Health Education England South West,1,North Devon District Hospital (CT1)CT1 -   Urology (6 months) / General Surgery (6 months)Torbay (CT2)CT2 -  Upper GI (6 months) / Urology (6 months)Please note rotations may be subject to change.,0,0,1,0,0,0,0,1,0,0,0
South West - Peninsula - North Devon - CT1 - Aug - 21,Health Education England South West,1,North Devon District Hospital (CT1)CT1 -  General Surgery (6 months) / Urology (6 months)Torbay (CT2)CT2 -   Urology (6 months) / General Surgery (6 months)Please note rotations may be subject to change.,0,0,1,0,0,0,0,1,0,0,0
South West - Peninsula - Plymouth - CT1 - Aug - 14,Health Education England South West,1,Derriford Hospital (Plymouth)CT1 -  Plastics (6 months) /  UGI ( 6 months) CT2 - Vascular ( 6 months) / Ortho (6 months)Please note rotations may be subject to change.,0,0,1,0,0,1,1,0,1,0,0
South West - Peninsula - Plymouth - CT1 - Aug - 15,Health Education England South West,1,Derriford Hospital (Plymouth)CT1 -  Vascular (6 months) /  Ortho ( 6 months) CT2 -  Colo ( 6 months) / Ortho (6 months)Please note rotations may be subject to change.,0,0,0,0,0,0,1,0,1,0,0
South West - Peninsula - Plymouth - CT1 - Aug - 16,Health Education England South West,1,Derriford Hospital (Plymouth)CT1 - Ortho (6 months) / Vascular (6 months)CT2 - Colo (6 months) / Vascular ( 6 months)Please note rotations may be subject to change.,0,0,0,0,0,0,1,0,1,0,0
South West - Peninsula - Plymouth - CT1 - Aug - 17,Health Education England South West,1,Derriford Hospital (Plymouth)CT1 - Plastics (6 months) / ENT (6 months)CT2 -  ENT (6 months) / Plastics ( 6 months)Please note rotations may be subject to change.,1,0,0,0,0,1,0,0,0,0,0
South West - Peninsula - Plymouth - CT1 - Aug - 18,Health Education England South West,1,Derriford Hospital (Plymouth)CT1 - ENT (6 months) / Plastics ( 6 months)CT2 - Plastics (6 months) / ENT (6 months)Please note rotations may be subject to change.,1,0,0,0,0,1,0,0,0,0,0
South West - Peninsula - Plymouth - CT1 - Aug - 19,Health Education England South West,1,Derriford Hospital (Plymouth)CT1 - Ortho (6 months) / Urology (6 months)CT2 -  UGI (6 months) / Ortho ( 6 months)Please note rotations may be subject to change.,0,0,1,0,0,0,1,1,0,0,0
